"COMPLAINTNUMBER","ACCIDENTDATE","YEAR","MILITARYTIME","DAYOFWEEK","ACCIDENTTYPE","NUMINVOLVED","NUMINJURED","NUMFATALITIES","FEETFROMINTERSECTION","CITYQUADRANT","CONSTRUCTION","ONSTREET","COLLISIONTYPE","WEATHER","TRAFFICCONDITION","ROADWAYTYPE","TRAFFICCONTROL","MPDLOCATION","CRASHDURATION","LATITUDE","LONGITUDE","TAXIINVOLVED","TOURBUSINVOLVED","MILITARYHOUR","ACCIDENTDATETIME"
15029176,2015-03-01,2015,"1259","Sunday","",2,0,0,0,"NE","N","At Intersection","Left Turn Hit Veh.","Clear","Medium","Two-Way, Divided Positive","Signal","12TH ST NE / RHODE ISLAND AVE NE",3,38.92309,-76.99019,"","","12",2015-03-01 12:59:00
15029276,2015-03-01,2015,"1808","Sunday","Injury",1,1,0,200,"","N","Not at Intersection","Other","Other","Light","Two-Way, Divided Unprotected","None","frederick douglass memorial br",2,38.874622,-76.992047,"","","18",2015-03-01 18:08:00
15029841,2015-03-02,2015,"2225","Monday","",2,0,0,0,"SE","N","Private Property","Backing Hit Parked Veh.","Unknown","Unknown","Other","None","840 CHESAPEAKE ST SE",1,38.829439,-76.991332,"","","22",2015-03-02 22:25:00
15035165,2015-03-13,2015,"1235","Friday","",2,0,0,0,"SE","N","Within 100ft of Intersection","Parked Vehicle","Clear","Unknown","Two-Way, Not Divided","None","2235 SHANNON PL SE",1,38.864769,-76.991478,"Yes","","12",2015-03-13 12:35:00
15030208,2015-03-03,2015,"1724","Tuesday","Injury",3,2,0,0,"NE","N","Within 100ft of Intersection","Head On","Rain","Medium","Two-Way, Divided Unprotected","Signal","1050 BRENTWOOD ROAD NE",46,38.919222,-76.992429,"","","17",2015-03-03 17:24:00
15034208,2015-03-11,2015,"2112","Wednesday","",1,1,0,0,"NE","N","At Intersection","Straight Hit Ped.","Clear","Light","Two-Way, Not Divided","Signal","12TH ST NE / MONROE ST NE",3,38.93257,-76.99098,"","","21",2015-03-11 21:12:00
15038999,2015-03-20,2015,"1935","Friday","Prop. Damage",1,0,0,0,"SE","N","At Intersection","Fixed Object","Clear","Light","One-Way, Not Divided","None","12th ST SE and M ST SE",1,38.87649,-76.99031,"","","19",2015-03-20 19:35:00
15032487,2015-03-08,2015,"1656","Sunday","",1,1,0,0,"SE","N","Not at Intersection","Backing Hit Ped.","Clear","Light","Other","None","4135 WHEELER ROAD SE",1,38.833482,-76.990127,"","","16",2015-03-08 16:56:00
15035179,2015-03-13,2015,"1609","Friday","",2,0,0,0,"NE","N","Within 100ft of Intersection","Rear End","Clear","Medium","Two-Way, Divided Unprotected","Signal","3510 12TH STREET NE",1,38.932922,-76.991198,"","","16",2015-03-13 16:09:00
15045007,2015-03-31,2015,"1925","Tuesday","",2,0,0,30,"NE","N","Within 100ft of Intersection","Rear End","Rain","Light","Two-Way, Divided Unprotected","None","4000 12TH STREET NE",0,38.938506,-76.990023,"","","19",2015-03-31 19:25:00
15030854,2015-03-04,2015,"2228","Wednesday","Injury",2,2,0,0,"SE","Y","At Intersection","Right Angle","Rain","Light","Two-Way, Not Divided","Signal","1000 11TH ST SE",0,38.878518,-76.991472,"","","22",2015-03-04 22:28:00
15043131,2015-03-28,2015,"0330","Saturday","Prop. Damage",1,0,0,0,"SE","N","Within 100ft of Intersection","Fixed Object","Clear","Light","One-Way, Not Divided","Signal","1000 11TH ST SE",7,38.878518,-76.991472,"","","3",2015-03-28 03:30:00
15033203,2015-03-10,2015,"13","Tuesday","",2,0,0,75,"NE","N","At Intersection","","","","","","4700 12TH STREET NE",32,38.946419,-76.99047,"","","",NA
15038970,2015-03-20,2015,"1851","Friday","Injury",2,1,0,5,"NE","N","Within 100ft of Intersection","Rear End","Unknown","Light","Two-Way, Not Divided","Stop Sign","4700 12TH STREET NE",0,38.946419,-76.99047,"","","18",2015-03-20 18:51:00
15044529,2015-03-30,2015,"2130","Monday","Prop. Damage",2,0,0,0,"NE","N","Within 100ft of Intersection","Head On","Clear","Light","Two-Way, Divided Positive","Signal","900 MOUNT OLIVET RD NE",5,38.912425,-76.990085,"","","21",2015-03-30 21:30:00
15040937,2015-03-24,2015,"1131","Tuesday","",2,0,0,0,"NE","N","At Intersection","Rear End","Clear","Medium","Two-Way, Divided Positive","Signal","1000 RHODE ISLAND AVENUE NE",0,38.922764,-76.992207,"","","11",2015-03-24 11:31:00
15044676,2015-03-31,2015,"0853","Tuesday","",1,0,0,0,"NE","Y","At Intersection","Straight Hit Ped.","Other","Light","One-Way, Not Divided","Stop Sign","12TH ST NE / D ST NE",5,38.89477,-76.99022,"","","8",2015-03-31 08:53:00
15042196,2015-03-26,2015,"1711","Thursday","",2,0,0,25,"SE","N","Not at Intersection","Side Swiped","Clear","Medium","One-Way, Not Divided","None","1200 INDEPENDENCE AVE SE",139,38.887674,-76.990085,"","","17",2015-03-26 17:11:00
15043152,2015-03-28,2015,"0456","Saturday","Prop. Damage",1,0,0,0,"SE","N","Not at Intersection","Other","Clear","Light","Two-Way, Divided Unprotected","Signal","11TH ST SE / M ST SE",34,38.87648,-76.99153,"","","4",2015-03-28 04:56:00
15044795,2015-03-31,2015,"1317","Tuesday","",2,5,0,0,"SE","N","At Intersection","Right Turn Hit Veh.","Clear","Medium","Two-Way, Divided Positive","Signal","11TH ST SE / M ST SE",1,38.87648,-76.99153,"","","13",2015-03-31 13:17:00
15032455,2015-03-08,2015,"1534","Sunday","Injury",2,1,0,0,"SE","N","Within 100ft of Intersection","Rear End","Clear","Light","Two-Way, Divided Unprotected","Signal","2900 MINNESOTA AVE SE",1,38.876216,-76.96585,"","","15",2015-03-08 15:34:00
15035833,2015-03-14,2015,"1942","Saturday","Prop. Damage",1,0,0,0,"SE","N","Within 100ft of Intersection","Fixed Object","Rain","Medium","Two-Way, Not Divided","None","2904 ALABAMA AVENUE SE",0,38.860641,-76.965771,"","","19",2015-03-14 19:42:00
15033802,2015-03-11,2015,"0605","Wednesday","",1,1,0,0,"NE","N","Within 100ft of Intersection","Straight Hit Ped.","Rain","Heavy","Two-Way, Divided Unprotected","None","2600 South Dakota Ave. NE",0,38.925222,-76.96538,"","","6",2015-03-11 06:05:00
15036616,2015-03-16,2015,"1155","Monday","Injury",1,1,0,0,"NE","N","Within 100ft of Intersection","Fixed Object","Clear","Medium","Two-Way, Divided Positive","Signal","2914 BLADENSBURG ROAD NE",0,38.927937,-76.962233,"","","11",2015-03-16 11:55:00
15034964,2015-03-13,2015,"0920","Friday","",2,0,0,0,"SE","N","Not at Intersection","Side Swiped","Clear","Light","Two-Way, Not Divided","None","2501 GOOD HOPE ROAD SE",13,38.860681,-76.969326,"","","9",2015-03-13 09:20:00
15040298,2015-03-23,2015,"0803","Monday","",2,4,0,0,"SE","N","Within 100ft of Intersection","Side Swiped","Clear","Light","Two-Way, Divided Unprotected","None","2465 ALABAMA AVENUE SE",7,38.85464,-76.969691,"","","8",2015-03-23 08:03:00
15030350,2015-03-03,2015,"2140","Tuesday","Injury",1,1,0,0,"NE","N","Not at Intersection","Head On","Rain","Medium","Two-Way, Not Divided","None","2621 FRANKLIN STREET NE",0,38.925401,-76.969328,"","","21",2015-03-03 21:40:00
15042204,2015-03-26,2015,"1747","Thursday","Prop. Damage",2,0,0,50,"SE","N","At Intersection","Rear End","Clear","Medium","Two-Way, Not Divided","Signal","2900 MINNESOTA AVENUE SE",3,38.876148,-76.96584,"","","17",2015-03-26 17:47:00
15037088,2015-03-17,2015,"0940","Tuesday","",2,0,0,0,"SE","N","At Intersection","Side Swiped","Clear","Medium","Two-Way, Not Divided","Signal","ALABAMA AVE SE / NAYLOR RD SE",1,38.858862,-76.968212,"","","9",2015-03-17 09:40:00
15040318,2015-03-23,2015,"0839","Monday","Injury",3,2,0,0,"SE","N","At Intersection","Left Turn Hit Veh.","Clear","Unknown","Two-Way, Not Divided","Stop Sign","ERIE ST SE / NAYLOR RD SE",0,38.85705,-76.96735,"","","8",2015-03-23 08:39:00
15031988,2015-03-07,2015,"1537","Saturday","",2,0,0,0,"NE","N","At Intersection","Backing Hit Moving Veh.","Clear","Medium","Two-Way, Not Divided","Stop Sign","2610 31ST STREET NE",0,38.923965,-76.963903,"","","15",2015-03-07 15:37:00
15038318,2015-03-19,2015,"1517","Thursday","Prop. Damage",2,0,0,0,"NE","N","Within 100ft of Intersection","Side Swiped","Clear","Medium","Two-Way, Not Divided","None","2410 SOUTH DAKOTA AVENUE NE",1,38.922761,-76.962076,"","","15",2015-03-19 15:17:00
15030984,2015-03-05,2015,"1141","Thursday","Prop. Damage",3,0,0,0,"SE","N","Private Property","Parked Vehicle","Snow","Other","Other","None","2526 NAYLOR RD SE",0,38.865379,-76.96959,"","","11",2015-03-05 11:41:00
15042231,2015-03-26,2015,"1840","Thursday","",2,0,0,0,"SE","N","At Intersection","Right Turn Hit Veh.","Clear","Medium","Two-Way, Not Divided","Signal","ALABAMA AVE SE / NAYLOR RD SE",2,38.858862,-76.968212,"","","18",2015-03-26 18:40:00
15043490,2015-03-28,2015,"2114","Saturday","Prop. Damage",5,0,0,0,"SE","N","N/A","Parked Vehicle","Clear","Light","Two-Way, Divided Unprotected","None","2700 MINNESOTA AVE SE",1,38.874574,-76.968565,"","","21",2015-03-28 21:14:00
15037667,2015-03-18,2015,"1024","Wednesday","Injury",3,1,0,0,"NE","N","Not at Intersection","Side Swiped","Clear","Medium","Other","None","2800 NEW YORK AVENUE NE",36,38.917647,-76.966379,"","","10",2015-03-18 10:24:00
15044664,2015-03-31,2015,"0800","Tuesday","Prop. Damage",2,0,0,0,"NE","N","Within 100ft of Intersection","Right Turn Hit Veh.","Clear","Medium","Two-Way, Divided Positive","None","3131 RHODE ISLAND AVENUE NE",0,38.934718,-76.963778,"","","8",2015-03-31 08:00:00
15042716,2015-03-27,2015,"1510","Friday","Prop. Damage",3,1,0,0,"NE","N","At Intersection","Rear End","Clear","Medium","Two-Way, Divided Positive","Signal","BENNING RD NE / OKLAHOMA AVE NE",5,38.897657,-76.969541,"","","15",2015-03-27 15:10:00
15042570,2015-03-27,2015,"0951","Friday","",1,1,0,0,"NE","N","At Intersection","Fixed Object","Rain","Light","Two-Way, Not Divided","Stop Sign","2800 PERRY ST NE",1,38.936205,-76.966334,"","","9",2015-03-27 09:51:00
15040304,2015-03-23,2015,"0808","Monday","",2,0,0,0,"SE","N","At Intersection","Side Swiped","Clear","Medium","Two-Way, Not Divided","Signal","MINNESOTA AVE SE / NELSON PL SE",7,38.875942,-76.965728,"","","8",2015-03-23 08:08:00
15032823,2015-03-09,2015,"1045","Monday","Prop. Damage",2,0,0,0,"NE","N","At Intersection","Right Angle","Clear","Light","Two-Way, Divided Unprotected","None","3000 V STREET NE @ 31TH STREET",0,38.919256,-76.965718,"","","10",2015-03-09 10:45:00
15040080,2015-03-22,2015,"1819","Sunday","Injury",2,1,0,0,"NE","N","Private Property","Backing Hit Moving Veh.","Clear","Light","Two-Way, Not Divided","None","3101 RHODE ISLAND AVENUE NE",1,38.934406,-76.964243,"","","18",2015-03-22 18:19:00
15037569,2015-03-18,2015,"0234","Wednesday","Injury",1,1,0,0,"NE","N","Not at Intersection","Fixed Object","Clear","Light","Two-Way, Divided Positive","None","2700 BENNING RD NE",11,38.897337,-76.963623,"","","2",2015-03-18 02:34:00
15040906,2015-03-24,2015,"0930","Tuesday","Prop. Damage",3,0,0,0,"SE","N","Not at Intersection","Side Swiped","Clear","Light","Two-Way, Not Divided","None","2819 MINNESOTA AVENUE SE",15,38.875222,-76.966726,"","","9",2015-03-24 09:30:00
15035646,2015-03-14,2015,"1232","Saturday","",2,0,0,0,"SE","N","Not at Intersection","Side Swiped","Rain","Unknown","Two-Way, Not Divided","None","2913 N ST SE",0,38.874375,-76.965681,"","","12",2015-03-14 12:32:00
15040545,2015-03-23,2015,"1654","Monday","",3,5,0,0,"SE","N","At Intersection","Right Angle","Clear","Medium","Two-Way, Divided Unprotected","Signal","30TH ST SE / ALABAMA AVE SE",66,38.86072,-76.96477,"","","16",2015-03-23 16:54:00
15031790,2015-03-07,2015,"0546","Saturday","Injury",2,1,0,0,"NE","N","At Intersection","Side Swiped","Clear","Unknown","Two-Way, Not Divided","Stop Sign","1000 EAST CAPITOL STREET NE",4,38.890122,-76.992476,"","","5",2015-03-07 05:46:00
15041937,2015-03-26,2015,"0838","Thursday","Prop. Damage",2,0,0,75,"NW","N","Within 100ft of Intersection","Side Swiped","Clear","Medium","Two-Way, Divided Unprotected","None","1302 31 ST NW",0,38.874417,-76.962504,"","","8",2015-03-26 08:38:00
15030001,2015-03-03,2015,"1055","Tuesday","",2,0,0,0,"NE","N","At Intersection","Rear End","Clear","Medium","Two-Way, Divided Positive","Signal","BRENTWOOD RD & MOUNT OLIVET RD NE",5,38.912178,-76.992202,"","","10",2015-03-03 10:55:00
15031580,2015-03-06,2015,"0800","Friday","",1,0,0,0,"NE","N","N/A","Rear End","Snow","Light","Two-Way, Not Divided","None","3100 V STREET NE",780,38.919152,-76.963408,"","","8",2015-03-06 08:00:00
15043676,2015-03-29,2015,"0512","Sunday","",2,0,0,0,"NE","N","At Intersection","Rear End","Clear","Light","Two-Way, Divided Unprotected","Signal","CARLTON AVE NE / SOUTH DAKOTA AVE NE",1,38.928592,-76.968751,"","","5",2015-03-29 05:12:00
15044087,2015-03-30,2015,"0737","Monday","",2,0,0,0,"NE","N","N/A","Backing Hit Parked Veh.","Clear","Other","Other","None","3165 V ST NE",0,38.918664,-76.962606,"","","7",2015-03-30 07:37:00
15032924,2015-03-09,2015,"1455","Monday","Injury",2,1,0,0,"NE","N","At Intersection","Right Angle","Clear","Medium","Two-Way, Divided Unprotected","Signal","BLADENSBURG RD NE / SOUTH DAKOTA AVE NE",0,38.92522,-76.96514,"","","14",2015-03-09 14:55:00
15043366,2015-03-28,2015,"1620","Saturday","Prop. Damage",2,0,0,0,"SE","N","At Intersection","Right Angle","Clear","Heavy","Two-Way, Divided Positive","Signal","2701 PENNSYLVANIA AVENUE SE",40,38.872364,-76.968709,"","","16",2015-03-28 16:20:00
15042937,2015-03-27,2015,"2130","Friday","",1,1,0,0,"NE","N","At Intersection","Right Turn Hit Ped.","Clear","Light","Two-Way, Divided Unprotected","Signal","2801 MONROE STREET NE",0,38.93268,-76.968066,"","","21",2015-03-27 21:30:00
15036062,2015-03-15,2015,"0316","Sunday","Injury",2,2,0,0,"NE","N","Not at Intersection","Rear End","Clear","Light","Two-Way, Not Divided","Signal","2900 SOUTH DAKOTA AVENUE NE",0,38.927155,-76.967617,"","","3",2015-03-15 03:16:00
15041491,2015-03-25,2015,"1210","Wednesday","",2,0,0,0,"NE","N","At Intersection","Right Turn Hit Veh.","Clear","Medium","Two-Way, Divided Unprotected","Signal","2623 SOUTH DAKOTA AVENUE NE",0,38.925778,-76.965475,"","","12",2015-03-25 12:10:00
15030096,2015-03-03,2015,"1419","Tuesday","",2,0,0,0,"SE","N","At Intersection","Side Swiped","Clear","","Two-Way, Not Divided","Signal","25TH ST SE / GOOD HOPE RD SE",1,38.86124,-76.969369,"","","14",2015-03-03 14:19:00
15033873,2015-03-11,2015,"1004","Wednesday","Prop. Damage",2,0,0,50,"NE","N","Within 100ft of Intersection","Rear End","Clear","Medium","Two-Way, Divided Positive","Signal","2500 SOUTH DAKOTA AVENUE NE",0,38.92407,-76.963961,"","","10",2015-03-11 10:04:00
15037352,2015-03-17,2015,"1835","Tuesday","Injury",2,1,0,0,"NE","N","At Intersection","Side Swiped","Clear","Heavy","Two-Way, Divided Positive","Signal","2500 SOUTH DAKOTA AVENUE NE",2,38.92407,-76.963961,"","","18",2015-03-17 18:35:00
15032319,2015-03-08,2015,"0510","Sunday","Prop. Damage",2,0,0,0,"NE","N","Within 100ft of Intersection","Right Turn Hit Veh.","Clear","Light","Two-Way, Divided Unprotected","None","2825 V ST NE",5,38.918591,-76.968384,"","","5",2015-03-08 05:10:00
15031849,2015-03-07,2015,"1045","Saturday","",2,0,0,0,"SE","N","N/A","Parked Vehicle","Clear","Light","Other","None","2800 ALABAMA AVENUE SE",5,38.860954,-76.967146,"","","10",2015-03-07 10:45:00
15029627,2015-03-02,2015,"1510","Monday","Prop. Damage",3,0,0,0,"","N","Other","Rear End","Clear","Heavy","Two-Way, Divided Positive","None","0 ANACOSTIA FWY NB",1,38.885293,-76.962937,"","","15",2015-03-02 15:10:00
15033188,2015-03-09,2015,"2300","Monday","Injury",2,1,0,0,"SE","N","Private Property","Backing Hit Parked Veh.","Clear","Light","Other","None","2556 NAYLOR RD SE",5,38.864836,-76.969166,"","","23",2015-03-09 23:00:00
15041955,2015-03-26,2015,"0919","Thursday","",2,0,0,0,"SE","N","N/A","Rear End","Rain","Medium","One-Way, Not Divided","Signal","2700 PENNSYLVANIA AVE SE",22,38.872766,-76.968777,"","","9",2015-03-26 09:19:00
15035010,2015-03-13,2015,"1121","Friday","",2,0,0,0,"SE","N","At Intersection","Side Swiped","Clear","Medium","Two-Way, Not Divided","None","3100 MINNESOTA AVE SE",1,38.877148,-76.963425,"","","11",2015-03-13 11:21:00
15043417,2015-03-28,2015,"1805","Saturday","",2,0,0,0,"SE","N","Within 100ft of Intersection","Right Turn Hit Veh.","Clear","Light","Two-Way, Not Divided","None","2700 KNOX ST SE",5,38.852895,-76.969037,"","","18",2015-03-28 18:05:00
15042758,2015-03-27,2015,"1601","Friday","Prop. Damage",2,0,0,0,"SE","N","Within 100ft of Intersection","Side Swiped","Clear","Medium","Two-Way, Divided Unprotected","None","GOOD HOPE RD SE / NAYLOR RD SE",38,38.86069,-76.96877,"","","16",2015-03-27 16:01:00
15029297,2015-03-01,2015,"1902","Sunday","Prop. Damage",2,0,0,0,"SE","N","Not at Intersection","Left Turn Hit Veh.","Sleet/Hail","Unknown","Two-Way, Divided Positive","None","30TH ST SE",0,38.872009,-76.964768,"","","19",2015-03-01 19:02:00
15033336,2015-03-10,2015,"0915","Tuesday","Prop. Damage",2,0,0,0,"NE","N","At Intersection","Right Turn Hit Veh.","Clear","Heavy","Two-Way, Not Divided","Signal","2408 RHODE ISLAND AVENUE NE",5,38.931594,-76.971553,"","","9",2015-03-10 09:15:00
15030391,2015-03-04,2015,"0154","Wednesday","",2,1,0,0,"NE","N","At Intersection","Rear End","Clear","Light","Two-Way, Divided Positive","Signal","25TH PL NE / V ST NE",0,38.92002,-76.97026,"","","1",2015-03-04 01:54:00
15040011,2015-03-22,2015,"1637","Sunday","Prop. Damage",2,0,0,0,"SE","N","Within 100ft of Intersection","Side Swiped","Clear","Medium","Two-Way, Divided Positive","None","2500 MINNESOTA AVE SE",0,38.874077,-76.969871,"","","16",2015-03-22 16:37:00
15040348,2015-03-23,2015,"0955","Monday","",2,0,0,0,"SE","N","Within 100ft of Intersection","Side Swiped","Clear","Medium","Two-Way, Divided Positive","Signal","MINNESOTA AVE SE / PENNSYLVANIA AVE SE",0,38.873909,-76.971374,"","","9",2015-03-23 09:55:00
15030688,2015-03-04,2015,"1655","Wednesday","",1,0,0,0,"","N","At Intersection","Side Swiped","Rain","Heavy","Two-Way, Divided Positive","Signal","2600 Benning Rd",1,38.897907,-76.970215,"","","16",2015-03-04 16:55:00
15033811,2015-03-11,2015,"0645","Wednesday","",2,0,0,300,"SE","N","Not at Intersection","Side Swiped","Fog/Mist","Light","Two-Way, Not Divided","None","3505 22ND STREET SE",0,38.845505,-76.972968,"","","6",2015-03-11 06:45:00
15042790,2015-03-26,2015,"2355","Thursday","",2,0,0,0,"SE","N","Not at Intersection","Parked Vehicle","Rain","Light","Two-Way, Not Divided","None","3113 24TH ST SE",4,38.85993,-76.972699,"","","23",2015-03-26 23:55:00
15033812,2015-03-11,2015,"0632","Wednesday","Prop. Damage",2,0,0,0,"SE","N","Within 100ft of Intersection","Left Turn Hit Veh.","Unknown","Light","Two-Way, Divided Unprotected","None","2600 NAYLOR ROAD SE",8,38.867865,-76.970199,"","","6",2015-03-11 06:32:00
15044721,2015-03-31,2015,"1039","Tuesday","Injury",2,1,0,0,"SE","N","Not at Intersection","Rear End","Clear","Heavy","Two-Way, Divided Unprotected","None","2300 PENNSYLVANIA AVENUE SE",1,38.874553,-76.971871,"","","10",2015-03-31 10:39:00
15041014,2015-03-24,2015,"1230","Tuesday","Injury",2,1,0,0,"SE","N","Within 100ft of Intersection","Backing Hit Parked Veh.","Clear","Light","Two-Way, Not Divided","None","2409 AINGER PL SE",3,38.857281,-76.97123,"","","12",2015-03-24 12:30:00
15031778,2015-03-07,2015,"0441","Saturday","",2,0,0,0,"NE","N","At Intersection","Rear End","Clear","Medium","Two-Way, Divided Positive","Signal","New York Av NE / Bladensburg Rd NE",1,38.917411,-76.972284,"","","4",2015-03-07 04:41:00
15040586,2015-03-23,2015,"1705","Monday","Prop. Damage",2,0,0,0,"NE","N","Within 100ft of Intersection","Left Turn Hit Veh.","Clear","Heavy","Two-Way, Divided Unprotected","None","2000 BLADENSBURG ROAD NE",0,38.918984,-76.971828,"","","17",2015-03-23 17:05:00
15035533,2015-03-14,2015,"0340","Saturday","Injury",2,0,0,0,"NE","N","N/A","Right Angle","Rain","Medium","Other","None","2240 25TH PL NE",23,38.920814,-76.971298,"","","3",2015-03-14 03:40:00
15033544,2015-03-10,2015,"1645","Tuesday","Prop. Damage",2,0,0,0,"NE","N","At Intersection","Side Swiped","Rain","Light","Two-Way, Not Divided","Stop Sign","2410 NEWTON STREET NE",1,38.934282,-76.971516,"","","16",2015-03-10 16:45:00
15043073,2015-03-28,2015,"0148","Saturday","Injury",2,1,0,0,"NE","N","Within 100ft of Intersection","Head On","Clear","Medium","Other","Unknown","2305 NEW YORK AVENUE NE",50,38.916834,-76.971489,"","","1",2015-03-28 01:48:00
15035076,2015-03-13,2015,"1255","Friday","",2,0,0,100,"SE","N","Not at Intersection","Backing Hit Parked Veh.","Clear","Light","One-Way, Not Divided","None","1400 25TH STREET SE",0,38.872767,-76.970684,"","","12",2015-03-13 12:55:00
15031850,2015-03-06,2015,"1800","Friday","",2,0,0,0,"NE","N","N/A","Parked Vehicle","Clear","Medium","Two-Way, Not Divided","None","2651 BENNING ROAD NE",-600,38.897405,-76.970162,"","","18",2015-03-06 18:00:00
15036508,2015-03-16,2015,"0648","Monday","Prop. Damage",2,0,0,0,"SE","N","At Intersection","Side Swiped","Clear","Heavy","One-Way, Not Divided","Signal","2400 MINNESOTA AVE SE",0,38.87302,-76.972221,"","","6",2015-03-16 06:48:00
